,price,total_square,floor
1251,8100000,46.8,5
1252,35600560,68.0,16
1253,76590000,83.0,44
1254,14900000,57.0,6
1255,24982380,42.3,12
1256,20000000,73.5,11
1257,12000000,36.5,14
1258,27000000,70.0,14
1259,10849000,42.0,3
1260,8343090,32.3,15
1261,26500000,61.0,7
1262,84657440,110.0,7
1263,13411094,30.11,19
1264,16400000,56.6,8
1265,46502790,96.11,31
1266,18254889,69.2,14
1267,35000000,115.0,23
1268,12100000,62.1,14
1269,55660705,153.7,10
1270,16500000,65.4,9
1271,11000000,63.6,3
1272,95000000,140.0,7
1273,12250000,62.0,12
1274,7200000,38.3,2
1275,11335000,33.7,11
1276,13500000,50.0,2
1277,24600000,72.0,12
1278,11999999,40.0,10
1279,5500000,43.5,4
1280,17330140,50.4,27
1281,14082438,62.0,8
1282,13200000,38.0,10
1283,65336924,132.0,3
1284,27500000,120.0,23
1285,11750000,36.0,5
1286,8700000,37.6,3
1287,14700000,36.2,9
1288,18131520,56.0,25
1289,38500000,69.0,3
1290,100000000,132.6,7
1291,14700000,60.2,7
1292,7149000,34.2,4
1293,13500000,45.3,6
1294,18400000,60.2,13
1295,12200000,63.9,10
1296,5603528,33.45,6
1297,9500000,60.0,1
1298,21358968,40.0,37
1299,10500000,38.2,11
1300,9490000,32.0,1
1301,8000000,38.0,15
1302,32900000,61.7,19
1303,16804267,50.4,4
1304,40000000,88.6,3
1305,17000000,54.0,7
1306,24721000,83.8,12
1307,58903855,79.5,6
1308,14714930,30.74,45
1309,11078326,43.0,10
1311,9790000,64.6,5
1312,6850000,54.0,6
1313,18500000,70.2,13
1314,8991754,35.1,3
1315,14300000,42.0,5
1316,22200000,87.5,3
1317,15950000,54.0,1
1319,27900000,73.0,7
1320,29176312,80.0,13
1321,6000000,32.0,1
1322,12900000,43.9,5
1323,37776652,73.61,10
1324,46460764,81.0,5
1325,7500000,53.8,3
1326,11927139,34.3,11
1327,12817459,52.4,14
1328,9149999,58.0,4
1329,17387584,51.0,3
1330,11250000,64.0,4
1331,21847689,62.7,5
1332,7300000,29.0,5
1333,10700000,45.0,3
1334,35000000,86.0,2
1335,6790000,39.0,14
1337,25255500,56.5,23
1338,26000000,83.4,3
1339,10700000,45.0,10
1340,12950000,38.0,16
1341,10300000,34.0,1
1342,8200000,39.0,13
1343,8200000,42.0,13
1344,21951294,59.8,7
1345,6800000,42.2,3
1346,14000000,65.0,8
1347,13439334,65.0,21
1348,72087268,108.6,43
1349,9100000,32.0,4
1350,9150000,59.7,15
1351,24900000,83.2,8
1352,30358000,70.6,27
1353,13500000,78.0,9
1354,12200000,43.7,2
1355,10800000,63.0,12
1356,18279228,85.0,5
1357,11500000,60.4,14
1358,16400000,53.5,4
1359,20390276,74.0,4
1360,7829672,24.0,6
1361,20064300,70.5,2
1362,18500000,66.7,11
1363,23000000,77.0,10
1364,18000000,39.0,12
1365,24070058,71.6,21
1366,19327905,56.9,43
1367,17500000,98.6,8
1368,14800000,65.1,12
1369,13400000,58.5,2
1370,5900000,33.0,4
1371,8500000,44.9,1
1372,44999998,88.7,30
1373,15300000,39.5,4
1374,16215010,37.0,7
1375,21200000,84.0,6
1376,9306748,50.5,2
1377,12000000,45.3,5
1378,18294250,84.5,2
1379,22900000,46.62,2
1380,14990000,53.37,9
1381,16500000,47.0,4
1382,25500000,90.0,3
1383,60000000,84.0,12
1384,22200000,60.9,2
1385,12600000,48.1,2
1386,11272272,40.7,3
1387,20500000,63.0,15
1388,17185597,71.5,19
1389,12000000,32.0,6
1390,12400000,37.5,2
1391,36500000,85.0,2
1392,22500000,76.5,22
1393,15500000,82.0,17
1394,21000000,57.0,3
1395,9000000,38.1,11
1396,5850000,32.0,3
1397,25900000,77.6,18
1398,52800000,119.0,15
1399,12416213,46.0,20
1400,10700000,48.0,6
1401,18373801,61.5,12
1402,123000000,115.0,9
1403,7871295,25.0,2
1404,14900000,52.8,3
1405,25000000,128.0,3
1406,16800000,59.0,3
1407,12527461,38.2,17
1409,56000000,85.0,11
1411,34851780,66.6,19
1412,12766415,37.4,10
1413,21750000,79.6,12
1414,9300000,54.0,6
1415,12500000,45.1,5
1416,31900000,70.8,12
1417,24000000,83.0,5
1418,12988456,49.2,21
1419,14300000,36.0,10
1420,17000000,43.11,3
1421,12000000,39.0,13
1422,10200000,57.0,7
1423,10700000,56.0,9
1424,33350000,45.03,11
1425,28871200,95.6,24
1426,34816688,99.53,25
1427,10283640,33.0,8
1428,33414710,72.17,18
1429,24990000,102.0,9
1430,29869999,53.67,4
1431,12000000,69.6,3
1432,36000000,113.0,4
1433,12800000,75.2,11
1434,20500000,51.4,7
1435,8600000,32.8,6
1436,16697886,79.99,11
1437,14850000,63.0,10
1438,32160000,67.28,2
1439,28000000,58.0,3
1440,12600000,63.0,5
1441,51600000,109.0,3
1442,18500000,79.2,1
1444,15500000,72.2,1
1445,10300000,43.2,1
1446,11292660,26.0,33
1447,35000000,92.6,22
1448,42000000,101.3,3
1449,22708504,34.0,16
1450,29500000,70.0,3
1451,9937166,31.15,24
1452,34000000,75.0,4
1453,11207064,46.8,10
1454,10484000,43.6,4
1457,25887600,79.9,13
1459,13100000,46.0,4
1460,17500000,38.3,1
1461,47360000,98.0,15
1462,37400000,101.0,4
1463,14500000,74.8,1
1465,26200000,72.8,6
1466,14490000,55.9,3
1467,55000000,106.0,3
1468,7700000,36.0,1
1469,18950000,54.8,4
1470,12800000,46.0,5
1471,8851080,26.0,5
1472,10700000,56.0,1
1473,30000000,115.0,8
1475,11750000,48.0,6
1476,44997360,104.0,12
1477,14368106,44.0,14
1478,14700000,44.5,2
1479,24500000,62.6,6
1480,17110820,67.0,6
1481,15000000,60.3,7
1482,10500000,47.0,8
1483,14493840,46.1,3
1484,14990000,53.1,9
1485,13500000,62.6,3
1486,13500000,50.8,10
1488,16266069,71.8,12
1489,19400000,83.5,16
1490,40000000,98.0,6
1491,11844954,41.0,12
1492,11855690,34.0,8
1493,5850000,44.0,1
1494,12066698,54.0,8
1495,8450000,65.8,3
1496,26136000,45.0,13
1497,7220000,47.1,7
1498,27760500,70.29,3
1499,33340000,62.96,12
1500,18650000,74.6,4
1501,15500000,62.1,1
1502,12588660,50.94,11
1503,9150000,41.6,3
1504,22000000,79.1,13
1505,33334190,95.6,2
1506,37942407,70.53,11
1507,7250000,38.8,8
1508,6000000,35.2,2
1509,14796300,26.13,12
1510,42550000,67.3,3
1511,12400000,40.0,9
1512,14600000,53.4,6
1513,38500000,120.0,6
1514,13700000,62.0,7
1516,30000000,73.7,16
1517,21400272,76.0,18
1519,12300000,38.0,23
1520,37000000,85.2,3
1521,16800000,69.0,5
1522,33500000,57.2,10
1523,9227361,53.43,21
1524,18700000,52.3,6
1525,17000000,55.2,2
1526,8450000,34.7,3
1527,6500000,30.0,4
1528,25000000,49.0,7
1529,28937864,46.0,16
1530,17990000,40.0,15
1531,9700000,30.8,2
1532,40490000,89.0,6
1533,5500000,25.6,14
1534,10500000,65.0,8
1535,17950000,43.0,3
1536,10941267,35.22,13
1537,14738504,66.4,4
1538,7900000,62.1,5
1539,23718422,72.2,6
1540,19591837,70.2,18
1541,15500000,52.6,1
1542,18999000,60.0,3
1543,8300000,37.5,5
1544,7500000,30.0,2
1545,12500000,65.0,22
1546,14900000,53.5,10
1547,43500000,134.0,2
1548,35990000,121.8,9
1549,8899000,35.7,23
1550,11700000,41.0,8
1551,16019250,79.5,5
1552,19300000,39.9,24
1553,34087000,76.6,30
1554,26200000,113.9,3
1555,21500000,60.3,2
1556,5650000,42.0,6
1557,47000000,101.4,7
1559,7800000,33.3,7
1560,24000000,67.5,13
1561,15665980,62.0,3
1562,64870000,124.75,24
1563,9600000,34.8,2
1564,13500000,58.5,12
1565,35000000,85.9,5
1567,19340204,46.0,4
1568,9900000,52.9,17
1569,13100000,77.0,7
1570,8000000,55.0,8
1572,27333456,88.4,6
1573,8700000,40.0,4
1574,13000000,83.7,11
1575,39999999,135.1,2
1576,13430822,27.4,29
1577,11500000,35.0,10
1578,46914120,103.0,7
1579,50000000,71.0,7
1580,18500000,63.0,7
1581,13700000,44.4,9
1582,7500000,42.6,2
1583,120719586,142.6,8
1584,24800000,66.3,3
1585,40900000,70.8,2
1586,5400000,24.0,7
1587,9282000,25.0,16
1588,22795400,77.8,4
1589,7660203,25.0,27
1590,7857899,35.1,7
1591,32884050,61.5,36
1592,33539970,72.0,23
1593,41200000,108.8,17
1594,16800000,50.0,1
1595,8600000,48.4,2
1596,55900000,72.2,11
1597,127195340,120.85,15
1598,12900000,58.0,13
1599,34580000,64.0,21
1600,12700000,44.6,8
1601,6800000,26.0,6
1602,15400000,44.7,3
1603,6500000,32.7,6
1604,12500000,58.5,7
1605,25363200,66.05,4
1606,125000000,132.0,11
1607,13900000,31.4,36
1608,10275016,37.0,8
1609,20922392,81.3,11
1610,17400000,46.0,4
1611,8300000,44.7,7
1612,50000000,50.0,4
1613,6100000,37.3,6
1615,67822000,72.2,4
1616,17000000,60.8,11
1617,11950000,55.5,8
1618,75000000,137.0,4
1619,15900000,44.9,16
1620,18529356,58.6,4
1621,25735370,54.1,30
1623,5450000,31.4,1
1624,6650000,53.0,13
1625,8800000,46.0,4
1626,9800000,35.6,5
1627,46500000,87.0,3
1628,7400000,40.0,9
1629,13312401,51.3,6
1630,11500000,80.4,4
1631,15700000,52.4,5
1632,10000000,40.0,8
1633,28000000,99.8,4
1634,7900000,38.0,6
1635,10596560,26.0,34
1636,33500000,67.0,8
1637,21780000,39.6,2
1638,26000000,47.0,30
1639,29000000,78.9,16
1640,59000000,113.4,3
1641,13200000,52.0,1
1642,37150000,74.3,6
1643,26990000,99.4,7
1644,19999000,58.0,12
1645,14500000,66.0,1
1646,18000000,68.7,3
1647,41900000,93.7,10
1648,10700000,46.0,1
1650,64900000,82.0,10
1651,25000000,67.0,9
1652,8470000,48.7,1
1653,21635677,73.6,18
1654,7321280,25.64,16
1655,11500000,74.0,5
1656,24000000,75.0,2
1657,9800000,58.6,1
1658,50414350,125.8,33
1659,11490000,45.0,4
1660,5150000,40.7,4
1661,9200000,41.98,12
1662,6085918,29.04,11
1664,14650000,67.0,14
1665,32308918,66.3,4
1666,6350000,39.0,2
1667,56300000,104.3,8
1668,17779060,76.7,7
1669,18000000,59.0,13
1670,12400000,69.9,8
1671,24900000,101.0,10
1672,5600000,34.2,12
1673,15000000,75.9,2
1674,49476300,83.0,9
1675,41440480,101.22,38
1676,14940041,61.0,16
1677,26900000,99.3,6
1678,54000000,100.0,16
1680,6100000,32.2,8
1681,15600000,61.9,7
1682,13900000,65.0,8
1683,16330034,62.0,5
1685,17479935,43.45,9
1686,11635000,60.0,6
1688,48196720,114.4,2
1689,16530999,38.0,7
1690,15150000,63.5,17
1691,24477210,75.4,4
1692,9700000,45.0,9
1693,17500000,50.0,14
1694,11100000,32.8,5
1695,15850000,82.0,17
1696,11200000,82.2,2
1697,11042582,46.0,7
1698,17850000,74.9,9
1699,8650776,41.7,4
1700,18700000,44.4,30
1701,12933333,56.0,7
1702,7200000,27.1,30
1703,11097091,44.0,33
1704,11300000,39.0,5
1705,51000000,120.0,7
1706,8800000,37.0,6
1707,23201407,67.0,2
1708,12821560,61.6,2
1709,25350000,54.8,3
1710,6900000,50.3,3
1711,8900000,45.0,3
1712,42299760,67.0,51
1713,18000000,34.6,14
1714,24506638,62.0,16
1715,26900000,81.0,12
1716,54000000,112.0,3
1717,15500000,54.3,17
1718,80000000,140.0,7
1719,28000000,71.0,14
1720,46890000,89.0,8
1721,5905978,26.28,6
1722,7800000,45.1,2
1723,14845097,39.1,12
1724,31000000,52.0,6
1725,8800000,53.5,2
1726,26500000,63.4,6
1727,25500000,50.9,19
1728,14857778,62.91,14
1729,11500000,70.8,6
1730,53500000,130.0,3
1731,9900000,36.8,12
1732,12301091,63.0,7
1733,7400000,38.2,1
1734,16957500,35.7,5
1735,14500000,90.0,11
1736,8850000,50.0,10
1737,10834360,39.1,8
1738,12000000,48.0,11
1739,11000000,36.0,12
1740,9800000,44.7,17
1741,16500000,57.0,8
1742,26365200,69.2,9
1743,16700000,61.0,8
1745,33000000,73.2,4
1746,25000000,111.6,14
1747,60000000,133.0,3
1748,12977898,47.3,4
1749,15409926,76.2,11
1750,70950000,75.6,2
1751,9000000,32.0,3
1752,14850000,83.0,7
1753,30076705,53.0,20
1754,13755307,42.9,15
1755,17293359,55.4,20
1757,40000000,76.0,4
1758,15304839,55.89,22
1759,7600000,33.7,8
1760,13196700,38.7,25
1761,6500000,35.24,9
1762,14229938,26.0,30
1763,8000000,54.2,3
1764,11200000,42.0,2
1765,10416703,36.0,12
1766,16750000,33.3,8
1767,9490000,26.7,7
1768,11700000,74.5,15
1769,12400000,58.3,3
1770,21000000,38.0,2
1771,11650000,60.0,9
1772,18000000,59.8,5
1773,12550000,66.2,11
1775,33900000,93.0,13
1776,42000000,84.0,9
1777,18900000,56.3,7
1778,20500000,75.0,12
1779,12027750,37.5,13
1780,11700000,32.1,3
1781,16000000,44.5,5
1782,23821425,67.5,9
1783,50388747,84.79,10
1784,6000000,29.6,6
1785,8400000,37.0,15
1786,16631274,39.2,11
1787,7693800,35.6,6
1788,7350000,33.1,5
1789,16000000,84.0,4
1790,21900000,40.0,4
1791,10500000,39.5,20
1792,90000000,107.0,6
1793,24700000,85.3,2
1794,20200000,63.8,2
1795,10903007,44.0,2
1796,13000000,60.0,4
1797,6200000,27.1,4
1798,18950000,43.4,19
1799,7402835,24.1,19
1800,16500000,75.8,7
1801,60857100,122.0,6
1802,13717461,39.0,14
1803,16000000,37.3,4
1804,29318000,68.5,26
1805,8474818,25.0,12
1806,42000000,84.5,6
1807,8450000,42.0,5
1808,17890100,29.0,11
1809,32617700,74.3,20
1812,16500000,73.0,12
1813,15800000,41.6,11
1814,42745600,66.79,13
1815,13000000,51.1,2
1816,8595563,33.3,6
1817,28336340,81.1,9
1818,12308758,58.2,5
1819,51500000,100.0,14
1820,21500000,54.8,2
1821,44000000,101.0,21
1823,12000000,44.6,3
1824,8650000,42.5,3
1825,9699000,33.0,4
1826,90000000,147.0,11
1827,16500000,65.0,6
1829,11500000,59.7,8
1831,11500000,65.3,4
1832,17614852,51.0,9
1833,45000000,111.0,11
1834,14500000,55.3,4
1835,20085960,70.8,2
1836,12100000,54.0,4
1837,11751602,27.0,18
1838,12897901,49.1,4
1839,8100000,56.5,1
1840,20000000,49.0,1
1841,16999000,77.0,3
1842,31153266,74.0,18
1843,14000000,76.2,5
1844,5700000,24.8,5
1845,14999000,53.0,8
1846,13500000,38.0,9
1847,14050000,63.0,2
1848,6700000,34.5,6
1849,25000000,81.5,6
1850,12950000,57.2,1
1851,15999000,53.7,6
1852,10250000,43.0,5
1854,50073401,103.1,8
1855,19000000,72.4,9
1857,13200000,52.2,6
1858,13800000,63.0,5
1859,6400000,45.4,10
1860,11321950,61.7,9
1861,39000000,67.0,8
1862,25900000,64.0,9
1863,10990000,45.0,5
1864,12386664,77.32,2
1865,9800000,40.0,6
1866,13734028,60.0,6
1867,13500000,63.2,5
1868,33031864,67.0,21
1869,10100000,58.8,11
1870,7500000,37.0,9
1871,16000000,52.1,1
1872,17200000,74.4,10
1873,18500000,83.1,1
1874,13990000,56.0,1
1876,15793410,49.0,7
1878,23200000,37.4,12
1879,14300000,47.2,2
1880,9450000,48.0,8
1881,25950000,48.0,15
1882,12600000,83.0,3
1883,15399300,55.9,23
1884,39357407,101.8,3
1885,18107868,73.2,3
1886,13200000,51.1,13
1887,65000000,94.5,5
1888,13450000,65.2,17
1889,14869213,42.0,11
1890,18761820,43.4,37
1891,10000000,41.93,3
1892,42000000,111.6,1
1893,7999999,41.0,2
1894,18500000,33.0,3
1895,9000000,55.0,8
1896,11000000,64.0,12
1897,12700000,37.9,11
1898,16900000,52.0,6
1899,13900000,48.0,3
1900,12500000,54.0,2
1901,16599999,40.0,5
1902,14000000,50.0,5
1903,8500000,33.0,10
1904,13500000,44.4,9
1905,47000000,91.0,7
1906,11344450,42.7,28
1907,21200000,57.0,4
1908,16098426,62.0,3
1909,16120257,42.0,14
1911,24810085,103.2,3
1912,10100000,45.4,1
1914,9800000,38.0,15
1915,17712232,65.0,15
1916,59450000,110.0,3
1917,7100000,34.4,14
1918,12165700,33.7,25
1919,12500000,58.0,22
1920,39700000,88.0,3
1921,79890000,140.0,7
1922,8700000,30.2,6
1923,13000000,44.0,2
1924,11700000,34.4,4
1926,11400000,38.2,6
1927,45000000,98.0,9
1928,9500000,52.1,5
1930,7500000,39.9,13
1931,18990000,52.0,17
1932,8200000,43.0,10
1933,15313536,42.2,45
1934,13100000,43.5,13
1935,11238420,35.14,23
1936,5700000,35.1,5
1937,9000000,52.0,3
1938,9300000,32.0,4
1939,10650000,45.0,3
1940,22937100,76.0,14
1941,9500000,60.0,21
1942,33500000,68.0,30
1943,17280000,97.8,3
1944,22500000,84.0,16
1945,9700000,46.0,10
1946,13500000,51.6,10
1947,64800000,147.6,6
1948,7200000,34.3,14
1949,13750252,61.03,3
1950,21500000,43.0,20
1951,16000000,74.7,6
1952,13051291,38.05,24
1953,13479864,33.5,6
1954,15200000,47.3,11
1955,12500000,62.5,2
1956,9900000,45.0,4
1957,14500000,80.0,17
1958,5400000,35.7,3
1959,9590000,32.0,5
1960,24900000,56.0,16
1961,11200000,35.0,12
1962,60800000,65.0,12
1963,28773996,82.97,2
1964,34000000,86.2,21
1965,14650000,36.6,2
1966,12085804,40.0,4
1967,32500000,74.1,2
1968,27000000,99.0,11
1969,35411680,75.0,24
1970,13700000,54.2,3
1971,56500000,104.7,4
1972,17200000,68.0,16
1973,28900000,48.5,5
1974,9690000,47.0,5
1975,47861100,128.4,8
1976,13661725,83.05,14
1977,16200000,68.0,4
1978,9200000,51.0,17
1980,13900000,52.0,13
1981,126500000,143.0,21
1982,25900000,42.0,28
1983,8837787,28.4,24
1984,27800000,82.0,4
1985,26821913,44.9,4
1986,12700000,33.0,2
1987,12466586,57.87,3
1988,14900000,75.0,14
1989,11500000,43.0,5
1990,15500000,52.4,10
1991,15450000,73.0,3
1992,19132378,26.86,9
1993,22500000,59.8,7
1996,9500000,37.3,4
1997,13500000,47.0,11
1998,11990000,45.0,3
1999,25900000,65.0,3
2000,5250000,26.5,7
2001,13500000,74.3,14
2002,14400000,65.5,14
2004,114773462,147.29,25
2005,19500000,108.0,17
2006,8990000,37.0,6
2007,5500000,25.8,2
2008,23450000,72.0,3
2009,17829065,65.0,13
2010,28000000,72.0,3
2011,14500000,42.0,2
2012,12300000,38.8,9
2013,11900000,43.2,3
2014,8700000,56.0,1
2015,18500000,80.0,20
2016,9200000,36.0,4
2017,69000000,137.0,10
2018,18204404,37.0,14
2019,7799000,32.6,2
2020,13990000,64.5,5
2021,10950000,58.2,9
2022,14200000,63.0,11
2023,13300000,38.8,3
2024,127000000,127.0,2
2025,7000000,44.6,8
2027,11500000,69.4,15
2028,7800000,36.6,2
2029,18322471,73.0,6
2030,23500000,63.8,2
2031,45300000,106.1,13
2033,15500000,64.5,9
2034,6850000,31.4,2
2035,14954900,46.3,2
2036,15950000,46.0,2
2037,34958000,49.94,13
2038,9000000,44.0,3
2041,15000000,52.3,12
2042,10500000,41.0,16
2044,8577546,24.2,15
2045,11100000,24.0,5
2047,15490000,82.5,15
2048,34900000,103.6,19
2049,6267699,51.4,1
2050,14991870,32.6,23
2051,38000000,108.6,21
2052,12500000,43.3,4
2053,6599000,37.1,8
2054,16526260,38.0,9
2055,17000000,54.1,3
2056,22500000,154.0,4
2057,21000000,44.0,3
2058,22817200,56.0,40
2059,21148375,62.5,18
2060,17500000,58.5,20
2061,12600000,42.3,20
2062,11500000,38.9,7
2063,17250000,55.0,15
2064,41055836,68.3,10
2065,11900000,74.0,19
2066,12100000,45.3,5
2067,22300000,76.0,2
2068,46367100,118.89,22
2069,13000000,67.9,16
2070,17000000,56.0,12
2071,36714836,77.66,8
2072,39363100,106.1,54
2073,19000000,61.0,17
2074,29500000,70.0,7
2075,23309110,41.0,5
2076,36200619,91.0,12
2077,65251380,120.39,35
2079,16936017,38.54,20
2080,16900000,72.0,4
2081,10300000,28.2,2
2082,16366800,59.0,9
2083,14499999,36.63,8
2084,8133892,28.4,6
2085,14800000,39.0,4
2086,13000000,69.7,19
2087,8900000,38.8,1
2088,26133670,43.9,2
2089,31750000,108.5,13
2090,15800000,48.0,1
2091,9750000,77.5,16
2092,9400000,44.5,5
2093,72537328,113.0,34
2094,39500000,93.5,13
2095,16000000,43.3,11
2096,19038146,58.8,17
2097,18300000,72.1,5
2098,16000000,54.3,30
2099,27000000,79.0,21
2100,20905600,64.0,8
2101,8990000,46.5,2
2102,7731640,37.5,4
2103,5800000,43.0,14
2104,47010897,131.65,22
2105,12150000,87.2,15
2106,7488128,26.0,2
2107,22383970,91.7,7
2108,9916251,31.81,11
2109,9300000,35.8,6
2110,6500000,54.1,8
2111,8000000,49.0,9
2112,22000000,109.0,5
2113,48280000,94.0,20
2114,50980000,95.9,6
2115,15000000,65.0,7
2116,9200000,60.2,25
2117,36421052,53.7,6
2118,17950000,74.0,2
2119,21600000,62.6,6
2120,16990000,56.0,16
2121,19071831,65.7,4
2122,14950000,67.3,2
2123,17500000,51.6,1
2124,16800000,76.8,3
2125,8200000,47.0,20
2127,12200000,41.4,4
2128,21238821,44.61,20
2129,48000000,90.1,4
2130,16142400,48.0,19
2132,26000000,62.5,17
2133,24800000,96.0,11
2135,6100000,29.1,1
2136,67000000,57.7,6
2137,14300000,35.0,3
2138,18000000,73.8,13
2139,13000000,45.0,1
2140,26262500,104.89,12
2141,22600108,62.92,6
2142,13000000,44.0,9
2143,14855205,40.1,2
2144,11400000,59.0,5
2145,10077203,62.1,2
2146,31000000,114.0,2
2147,12500000,46.6,5
2148,17300000,30.0,7
2149,8990000,40.0,1
2150,21996122,62.9,3
2151,17450000,77.5,3
2152,12000000,45.0,5
2153,13650000,59.0,9
2154,16196055,37.46,6
2155,14231515,62.0,9
2156,10570998,37.0,5
2157,7600000,28.3,2
2158,5830890,38.25,1
2159,7600000,42.0,20
2160,8000000,39.0,7
2161,20100000,40.0,14
2162,16500000,69.4,18
2163,11300000,54.3,2
2164,6620000,53.4,5
2165,7500000,56.0,19
2166,24800000,106.3,4
2167,7450000,52.9,2
2168,13750000,64.0,9
2169,120000000,140.2,11
2170,14500000,77.0,14
2171,7100000,36.5,3
2172,8990000,54.15,6
2173,12000000,43.6,9
2174,13900000,34.0,1
2175,21600000,64.5,5
2176,22000000,89.2,5
2177,6715416,30.8,3
2179,7200000,35.5,9
2180,17000000,74.0,4
2181,7350000,32.0,1
2182,10490000,41.5,5
2183,14700000,60.0,10
2184,5500000,32.0,8
2185,13800000,52.0,13
2187,15700000,61.4,17
2188,12900000,46.6,9
2189,67000000,93.2,15
2190,25250000,56.5,14
2191,27266580,87.9,2
2192,7012123,35.29,12
2193,7899810,24.61,12
2194,26000000,50.2,14
2195,17026829,80.9,3
2196,13861785,53.8,5
2197,13330801,51.0,12
2198,22209330,81.0,15
2199,31900000,85.0,7
2200,11500000,43.9,3
2201,101730012,135.93,11
2202,14800000,60.0,7
2203,10900000,32.9,1
2204,11168000,34.9,17
2205,12884149,49.2,17
2206,10900000,38.0,6
2207,6250000,29.0,5
2208,58000000,111.2,4
2209,15073970,72.9,4
2210,20900000,80.4,5
2211,10500000,72.7,12
2212,8488417,24.0,10
2213,13199000,80.0,8
2214,13500000,75.0,10
2215,11910000,39.7,8
2216,5400000,43.8,1
2217,8400000,56.4,2
2218,12700000,60.0,3
2219,5000000,24.0,1
2220,14000000,51.6,2
2221,23000000,63.0,4
2222,13626141,61.7,13
2223,8000000,34.3,2
2224,9279642,47.1,16
2225,7616446,24.0,10
2227,8950000,57.07,4
2228,6950000,41.7,18
2229,27328986,62.7,4
2230,99000000,101.0,6
2231,17300000,36.4,11
2232,14000000,54.0,14
2233,11000000,58.0,4
2234,9500000,41.0,12
2235,12750000,46.0,4
2236,16797990,47.0,37
2237,13900000,38.2,7
2238,9500000,35.0,2
2239,52000000,94.0,11
2240,14120000,64.7,10
2241,32000000,76.5,2
2242,7950000,32.0,15
2243,12031999,41.4,8
2244,50000000,52.1,4
2245,8915000,59.02,3
2246,29731200,39.1,9
2247,11235385,25.4,22
2248,16650000,72.0,1
2249,16000000,54.0,8
2250,57446120,129.4,14
2251,24000000,70.0,2
2252,37050840,60.6,9
2253,17900000,34.0,4
2254,10800000,37.5,1
2255,12000000,33.3,20
2256,109000000,143.4,6
2257,7400000,32.1,2
2258,20500000,72.3,1
2259,9850000,64.1,1
2260,14030862,53.2,13
2261,14150000,51.0,7
2262,33630000,105.0,5
2263,22250000,71.1,6
2264,9000000,38.6,2
2265,7861174,28.0,13
2266,28550000,46.6,5
2267,27085476,53.88,23
2268,16600000,72.0,1
2269,5700000,41.4,5
2270,12500000,56.0,17
2271,13000000,80.9,18
2272,13500000,51.6,15
2273,13532000,59.0,11
2274,18500000,84.6,9
2275,13914211,35.0,25
2276,99990000,152.0,3
2277,23800000,61.0,3
2278,23243173,97.1,24
2279,8900000,39.1,2
2280,16980000,57.0,2
2281,6900000,38.7,17
2283,18500000,40.4,6
2284,17437225,86.2,18
2285,10697649,35.0,2
2286,6899000,34.0,22
2287,20000000,56.9,4
2288,15018770,59.8,7
2289,12749000,46.9,12
2290,11990000,38.0,1
2291,14342952,51.1,10
2292,31000000,61.46,3
2293,38000000,41.0,24
2294,10500000,33.2,15
2295,17000000,105.0,14
2296,22300000,74.3,9
2297,15651403,56.0,21
2298,15783609,39.6,9
2299,15950000,51.0,4
2300,11400000,61.9,16
2302,12900000,52.0,12
2304,17699200,74.0,12
2305,11455640,25.0,37
2306,26247000,67.3,10
2307,22445308,51.59,9
2308,8000000,42.3,4
2309,12260045,69.71,15
2311,24450000,65.3,17
2312,12699750,41.3,10
2314,9899828,36.0,5
2316,12000000,54.0,4
2317,14560802,62.0,15
2318,11800000,60.0,9
2320,18500000,58.0,8
